name,filter_object,graphql_object,llm_result,consortium
2003-2020 Mets known,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone Marrow""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Liver""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Central Nervous System""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lung""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lymph Nodes""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2020}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Skin""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Bone""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Bone Marrow""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Liver""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Central Nervous System""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Lung""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Lymph Nodes""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2020}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_site"": [""Skin""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}]}","The cohort consists of patients from the INRG consortium who were initially diagnosed with Stage 4 disease between the years 2003 and 2020. These patients have tumors present at one or more of the following sites: Bone, Bone Marrow, Liver, Central Nervous System, Lung, Lymph Nodes, or Skin.",_none
F and Native HI,"{""value"": {""sex"": {""__type"": ""OPTION"", ""selectedValues"": [""Female""]}, ""race"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Native Hawaiian or Other Pacific Islander""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""race"": [""Native Hawaiian or Other Pacific Islander""]}}, {""IN"": {""sex"": [""Female""]}}]}",The cohort consists of individuals who are female and identify as Native Hawaiian or Other Pacific Islander.,_none
Infant RMS,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Alveolar rhabdomyosarcoma (ARMS)"", ""Rhabdomyosarcoma (RMS), not classifiable"", ""Rhabdomyosarcoma (RMS), with Mixed Embryonal and Alveolar Features"", ""Embryonal rhabdomyosarcoma (ERMS)"", ""Botryoid rhabdomyosarcoma (BRMS)"", ""Spindle cell""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 0, ""upperBound"": 365}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Alveolar rhabdomyosarcoma (ARMS)"", ""Rhabdomyosarcoma (RMS), not classifiable"", ""Rhabdomyosarcoma (RMS), with Mixed Embryonal and Alveolar Features"", ""Embryonal rhabdomyosarcoma (ERMS)"", ""Botryoid rhabdomyosarcoma (BRMS)"", ""Spindle cell""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 0}}, {""LTE"": {""age_at_tumor_assessment"": 365}}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of patients diagnosed with specific types of rhabdomyosarcoma, including Alveolar rhabdomyosarcoma (ARMS), Rhabdomyosarcoma (RMS) not classifiable, Rhabdomyosarcoma (RMS) with mixed embryonal and alveolar features, Embryonal rhabdomyosarcoma (ERMS), Botryoid rhabdomyosarcoma (BRMS), and Spindle cell rhabdomyosarcoma. Additionally, the patients included in the study were assessed for tumors at an age ranging from 0 to 365 days.",_none
ERMS - male,"{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""sex"": [""Male""]}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}], ""path"": ""histologies""}}]}",The cohort consists of male individuals diagnosed with embryonal rhabdomyosarcoma (ERMS).,_none
1p del,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who have a molecular abnormality characterized by a 1p deletion, and this deletion is confirmed to be present.",_none
MYCN AMPLIFICATION present,"{""value"": {""disease_phase:Initial Diagnosis"": {""value"": {""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}]}]}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals who were at the initial diagnosis phase of their disease. Specifically, these individuals have a molecular abnormality characterized by MYCN amplification, and this abnormality is confirmed to be present.",_none
NBL-Antibody RX,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""RA+anti-GD2""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""R2""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ANBL0931""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""treatment_arm"": [""RA+anti-GD2""]}}], ""path"": ""studies""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""treatment_arm"": [""R2""]}}], ""path"": ""studies""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ANBL0931""]}}], ""path"": ""studies""}}]}]}","The cohort consists of participants from the INRG consortium who meet at least one of the following criteria: they are part of studies with the treatment arm ""RA+anti-GD2,"" or they are part of studies with the treatment arm ""R2,"" or they are involved in the study identified by ""ANBL0931.""",_none
"composed INTERACT M, F","{""value"": [{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INTERACT""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Female""]}, ""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INTERACT""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""OR""}","{""OR"": [{""AND"": [{""IN"": {""consortium"": [""INTERACT""]}}, {""IN"": {""sex"": [""Male""]}}]}, {""AND"": [{""IN"": {""consortium"": [""INTERACT""]}}, {""IN"": {""sex"": [""Female""]}}]}]}",The cohort consists of individuals who are part of the INTERACT consortium. It includes both male and female participants.,_none
Composed3,"{""value"": [{""value"": {""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""selectedValues"": [""Bone Marrow""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""selectedValues"": [""Metastatic""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""selectedValues"": [""Adrenal Gland""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""selectedValues"": [""Primary""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Bone Marrow""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Primary""]}}, {""IN"": {""tumor_site"": [""Adrenal Gland""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}]}",The cohort consists of individuals with two specific tumor assessment criteria. The first group includes those with metastatic tumors present in the bone marrow. The second group includes individuals with primary tumors present in the adrenal gland. Both groups require the tumor state to be present.,_none
1p present,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""1p deletion"", ""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion"", ""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}]}","The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who exhibit specific molecular abnormalities. These abnormalities include the presence of either a 1p deletion or an 11q deletion, as confirmed by molecular analysis. All selected cases must meet these criteria.",_none
ERMS,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Embryonal rhabdomyosarcoma (ERMS)""]}}], ""path"": ""histologies""}}]}",The cohort consists of individuals diagnosed with Embryonal Rhabdomyosarcoma (ERMS).,_none
MYCN Amplified,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who also exhibit the presence of MYCN amplification as a molecular abnormality.,_none
temp-delete,"{""value"": {""molecular_analysis.anaplasia"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}, ""molecular_analysis.anaplasia_extent"": {""__type"": ""OPTION"", ""isExclusion"": true, ""selectedValues"": [""Focal""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""anaplasia"": [""Present""]}}, {""AND"": [{""!="": {""anaplasia_extent"": ""Focal""}}]}], ""path"": ""molecular_analysis""}}]}","The cohort includes individuals with molecular analysis indicating the presence of anaplasia. However, individuals with focal anaplasia extent are excluded from the cohort.",_none
1p del,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality_result"": [""Present""]}}, {""IN"": {""molecular_abnormality"": [""1p deletion""]}}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who also exhibit a 1p deletion molecular abnormality, with this abnormality confirmed as present.",_none
afp,"{""value"": {""labs.lab_test"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""AFP""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""lab_test"": [""AFP""]}}], ""path"": ""labs""}}]}",The cohort consists of individuals who have undergone laboratory testing for Alpha-fetoprotein (AFP).,_none
